pt_code,term_ja,reading_kana,reading_alt
10002440,肺血管造影,ハイケッカンゾウエイ,
10002441,肺血管造影異常,ハイケッカンゾウエイイジョウ,
10002442,肺血管造影正常,ハイケッカンゾウエイセイジョウ,
10002443,網膜血管造影,モウマクケッカンゾウエイ,
10002444,網膜血管造影異常,モウマクケッカンゾウエイイジョウ,
10002445,網膜血管造影正常,モウマクケッカンゾウエイセイジョウ,
10002449,血管免疫芽球性Ｔ細胞性リンパ腫,ケッカンメンエキガキュウセイTサイボウセイリンパシュ,
10002452,再発血管免疫芽球性Ｔ細胞性リンパ腫,サイハツケッカンメンエキガキュウセイTサイボウセイリンパシュ,
10002453,治療抵抗性血管免疫芽球性Ｔ細胞性リンパ腫,チリョウテイコウセイケッカンメンエキガキュウセイTサイボウセイリンパシュ,
10002454,血管免疫芽球性Ｔ細胞性リンパ腫第１期,ケッカンメンエキガキュウセイTサイボウセイリンパシュダイ1キ,
10002455,血管免疫芽球性Ｔ細胞性リンパ腫第２期,ケッカンメンエキガキュウセイTサイボウセイリンパシュダイ2キ,
10002456,血管免疫芽球性Ｔ細胞性リンパ腫第３期,ケッカンメンエキガキュウセイTサイボウセイリンパシュダイ3キ,
10002457,血管免疫芽球性Ｔ細胞性リンパ腫第４期,ケッカンメンエキガキュウセイTサイボウセイリンパシュダイ4キ,
10002475,血管形成,ケッカンケイセイ,
10002476,血管肉腫,ケッカンニクシュ,
10002477,遠隔転移を伴う血管肉腫,エンカクテンイヲトモナウケッカンニクシュ,
10002480,再発血管肉腫,サイハツケッカンニクシュ,
10002482,血管硬化,ケッカンコウカ,
10002484,アンジオテンシン１,アンジオテンシン1,
10002485,アンジオテンシン１異常,アンジオテンシン1イジョウ,
10002486,アンジオテンシン１減少,アンジオテンシン1ゲンショウ,
10002488,アンジオテンシン１増加,アンジオテンシン1ゾウカ,
10002490,アンジオテンシン１正常,アンジオテンシン1セイジョウ,
10002491,アンジオテンシン２,アンジオテンシン2,
10002492,アンジオテンシン２異常,アンジオテンシン2イジョウ,
10002493,アンジオテンシン２減少,アンジオテンシン2ゲンショウ,
10002495,アンジオテンシン２増加,アンジオテンシン2ゾウカ,
10002497,アンジオテンシン２正常,アンジオテンシン2セイジョウ,
10002500,閉塞隅角緑内障,ヘイソクグウカクリョクナイショウ,
10002509,口角口唇炎,コウカクコウシンエン,
10002511,快感消失,カイカンショウシツ,
10002512,無汗症,ムカンショウ,
10002514,無黄疸性レプトスピラ症,ムオウダンセイレプトスピラショウ,
10002515,動物咬傷,ドウブツコウショウ,
10002518,動物恐怖症,ドウブツキョウフショウ,
10002519,動物による引っかき傷,ドウブツニヨルヒッカキキズ,
10002522,アニオンギャップ,アニオンギャップ,
10002523,アニオンギャップ異常,アニオンギャップイジョウ,
10002526,アニオンギャップ減少,アニオンギャップゲンショウ,
10002528,アニオンギャップ増加,アニオンギャップゾウカ,
10002530,アニオンギャップ正常,アニオンギャップセイジョウ,
10002532,無虹彩症,ムコウサイショウ,
10002533,アニサキス症,アニサキスショウ,
10002534,不等像視,フトウゾウシ,
10002535,瞳孔不同症,ドウコウフドウショウ,
10002536,赤血球大小不同症,セッケッキュウダイショウフドウショウ,
10002537,不同視,フドウシ,
10002544,足関節部骨折,ソクカンセツブコッセツ,アシカンセツブコッセツ
10002556,強直性脊椎炎,キョウチョクセイセキツイエン,
10002581,肛門直腸狭窄,コウモンチョクチョウキョウサク,
10002582,肛門直腸潰瘍,コウモンチョクチョウカイヨウ,
10002611,房室興奮の異常,ボウシツコウフンノイジョウ,
10002633,先天性眼窩異常,センテンセイガンカイジョウ,
10002640,無眼球症,ムガンキュウショウ,
10002641,無精巣,ムセイソウ,
10002643,肛門直腸蜂巣炎,コウモンチョクチョウホウソウエン,
10002644,肛門直腸障害,コウモンチョクチョウショウガイ,
10002647,無食欲および大食症候群,ムショクヨクオヨビタイショクショウコウグン,
10002649,神経性無食欲症,シンケイセイムショクヨクショウ,
10002652,無オルガズム症,ムオルガズムショウ,
10002653,無嗅覚,ムキュウカク,
10002654,無耳症,ムジショウ,
10002659,無排卵性周期,ムハイランセイシュウキ,
10002660,無酸素症,ムサンソショウ,
10002665,アンタビュース植込み,アンタビュースウエコミ,
10002681,前眼房の変性,ゼンガンボウノヘンセイ,
10002683,前眼房混濁,ゼンガンボウコンダク,
10002703,前脊髄動脈症候群,ゼンセキズイドウミャクショウコウグン,
10002711,前向性健忘,ゼンコウセイケンボウ,
10002713,炭疽,タンソ,
10002730,抗アンドロゲン療法,コウアンドロゲンリョウホウ,
10002753,抗悪液質療法,コウアクエキシツリョウホウ,
10002757,抗コリン作動性症候群,コウコリンサドウセイショウコウグン,
10002758,予期不安,ヨキフアン,
10002776,抗利尿ホルモン異常,コウリニョウホルモンイジョウ,
10002781,制吐薬による補助療法,セイトヤクニヨルホジョリョウホウ,
10002787,抗ゴナドトロピン陽性,コウゴナドトロピンヨウセイ,
10002791,抗菌薬感受性試験,コウキンヤクカンジュセイシケン,
10002792,抗菌薬感受性反応,コウキンヤクカンジュセイハンノウ,
10002793,抗菌薬感受性試験耐性,コウキンヤクカンジュセイシケンタイセイ,
10002794,抗菌薬感受性試験感受性,コウキンヤクカンジュセイシケンカンジュセイ,
10002795,抗ミトコンドリア抗体,コウミトコンドリアコウタイ,
10002798,抗ミトコンドリア抗体正常,コウミトコンドリアコウタイセイジョウ,
10002799,抗ミトコンドリア抗体陽性,コウミトコンドリアコウタイヨウセイ,
10002807,抗核抗体,コウカクコウタイ,
10002809,抗核抗体陰性,コウカクコウタイインセイ,
10002816,抗エストロゲン療法,コウエストロゲンリョウホウ,
10002817,抗リン脂質抗体症候群,コウリンシシツコウタイショウコウグン,
10002818,抗プロゲステロン療法,コウプロゲステロンリョウホウ,
10002819,抗プロラクチン療法,コウプロラクチンリョウホウ,
10002820,反社会的行動,ハンシャカイテキコウドウ,
10002822,反社会性パーソナリティ障害,ハンシャカイセイパーソナリティショウガイ,
10002832,アンチトロンビンＩＩＩ欠乏症,アンチトロンビン3ケツボウショウ,
10002844,上顎洞洗浄,ジョウガクドウセンジョウ,
10002847,無尿,ムニョウ,
10002855,不安,フアン,
10002859,身体疾患による不安障害,シンタイシッカンニヨルフアンショウガイ,
10002877,心配性の両親,シンパイショウノリョウシン,
10002879,大動脈縮窄修復,ダイドウミャクシュクサクシュウフク,
10002882,大動脈瘤,ダイドウミャクリュウ,
10002885,大動脈瘤修復,ダイドウミャクリュウシュウフク,
10002886,大動脈瘤破裂,ダイドウミャクリュウハレツ,
10002887,梅毒性大動脈瘤,バイドクセイダイドウミャクリュウ,
10002895,大動脈解離,ダイドウミャクカイリ,
10002897,大動脈塞栓,ダイドウミャクソクセン,
10002899,大動脈損傷,ダイドウミャクソンショウ,
10002900,大動脈壊死,ダイドウミャクエシ,
10002906,大動脈狭窄,ダイドウミャクキョウサク,
10002910,大動脈血栓症,ダイドウミャクケッセンショウ,
10002912,混合性大動脈弁疾患,コンゴウセイダイドウミャクベンシッカン,
10002915,大動脈弁閉鎖不全症,ダイドウミャクベンヘイサフゼンショウ,
10002916,大動脈弁置換,ダイドウミャクベンチカン,
10002917,大動脈弁硬化症,ダイドウミャクベンコウカショウ,
10002918,大動脈弁狭窄,ダイドウミャクベンキョウサク,
10002920,大動脈弁切開,ダイドウミャクベンセッカイ,
10002921,大動脈炎,ダイドウミャクエン,
10002923,梅毒性大動脈炎,バイドクセイダイドウミャクエン,
10002941,失外套症候群,シツガイトウショウコウグン,
10002942,無感情,ムカンジョウ,
10002944,アプガールスコア低値,アプガールスコアテイチ,
10002945,無水晶体眼,ムスイショウタイガン,
10002947,先天性無水晶体眼,センテンセイムスイショウタイガン,
10002948,失語症,シツゴショウ,
10002953,失声症,シッセイショウ,
10002954,心因性失声症,シンインセイシッセイショウ,
10002959,アフタ性潰瘍,アフタセイカイヨウ,
10002960,歯根端切除,シコンタンセツジョ,
10002963,先天性皮膚形成不全,センテンセイヒフケイセイフゼン,
10002965,赤芽球癆,セキガキュウロウ,
10002967,再生不良性貧血,サイセイフリョウセイヒンケツ,
10002974,無呼吸,ムコキュウ,
10002977,無呼吸発作,ムコキュウホッサ,
10002983,アポクリン汗疹,アポクリンカンシン,
10002984,アポリポ蛋白Ａ－Ｉ,アポリポタンパクA1,
10002985,アポリポ蛋白Ａ－Ｉ異常,アポリポタンパクA1イジョウ,
10002986,アポリポ蛋白Ａ－Ｉ減少,アポリポタンパクA1ゲンショウ,
10002988,アポリポ蛋白Ａ－Ｉ増加,アポリポタンパクA1ゾウカ,
10002990,アポリポ蛋白Ａ－Ｉ正常,アポリポタンパクA1セイジョウ,
10002991,アポリポ蛋白Ａ－ＩＩ,アポリポタンパクA2,
10002993,アポリポ蛋白Ａ－ＩＩ減少,アポリポタンパクA2ゲンショウ,
10002994,アポリポ蛋白Ａ－ＩＩ増加,アポリポタンパクA2ゾウカ,
10002995,アポリポ蛋白Ａ－ＩＩ正常,アポリポタンパクA2セイジョウ,
10002996,アポリポ蛋白Ｂ,アポリポタンパクB,
10002997,アポリポ蛋白Ｂ異常,アポリポタンパクBイジョウ,
10002998,アポリポ蛋白Ｂ減少,アポリポタンパクBゲンショウ,
10003000,アポリポ蛋白Ｂ増加,アポリポタンパクBゾウカ,
10003002,アポリポ蛋白Ｂ正常,アポリポタンパクBセイジョウ,
10003010,虫垂切除,チュウスイセツジョ,
10003011,虫垂炎,チュウスイエン,
